Draw	Date	Winning Number 1	2	3	4	5	6	Additional Number 	From Last	Same As Day	Odd	Even	 1-10	 11-20	 21-30	 31-40	 41-50	Division 1 Winners	Division 1 Prize	Division 2 Winners	Division 2 Prize	Division 3 Winners	Division 3 Prize	Division 4 Winners	Division 4 Prize	Division 5 Winners	Division 5 Prize	Division 6 Winners	Division 6 Prize	Division 7 Winners	Division 7 Prize
3359	2018-04-05	3	5	21	30	32	40	34	3,30	5	3	3	2	0	2	2	0	0.00	0	1.00	303815	109.00	1917	265.00	430	6922.00	50	8091.00	25	126279.00	10
3358	2018-04-02	3	12	30	39	43	48	20			3	3	1	1	1	1	2	0.00	0	5.00	48674	383.00	437	219.00	417	4486.00	50	6341.00	25	85277.00	10
3357	2018-03-29	11	15	17	21	27	33	10	27		6	0	0	3	2	1	0	3.00	855036	1.00	297254	155.00	1319	381.00	293	7809.00	50	11595.00	25	130768.00	10
3356	2018-03-26	6	13	14	27	32	36	29	6,13,27		2	4	1	2	1	2	0	0.00	0	1.00	242769	86.00	1941	252.00	362	5373.00	50	6657.00	25	92985.00	10
3355	2018-03-22	5	6	13	21	27	47	42			5	1	2	1	2	0	1	1.00	1116951	2.00	117574	88.00	1838	236.00	374	5549.00	50	6253.00	25	101986.00	10
3354	2018-03-19	3	18	31	39	43	46	29			4	2	1	1	0	2	2	1.00	2826396	1.00	595031	147.00	1618	267.00	486	7067.00	50	8957.00	25	126570.00	10
3353	2018-03-15	9	16	23	25	34	40	47	9,16		3	3	1	1	2	2	0	0.00	0	0.00	0	70.00	2448	169.00	553	5151.00	50	5274.00	25	96525.00	10
3352	2018-03-12	9	12	15	16	29	44	2		12	3	3	1	3	1	0	1	1.00	5055761	10.00	50792	267.00	1308	761.00	251	13106.00	50	20192.00	25	223376.00	10
3351	2018-03-08	2	10	14	24	28	40	21			0	6	2	1	2	1	0	0.00	0	1.00	311148	137.00	1562	318.00	367	7105.00	50	9568.00	25	128606.00	10
3350	2018-03-05	6	15	16	30	32	39	19			2	4	1	2	1	2	0	0.00	0	4.00	61327	78.00	2163	284.00	324	4561.00	50	7054.00	25	90125.00	10
3349	2018-03-02	24	28	31	37	40	49	29	40		3	3	0	0	2	3	1	2.00	6013609	26.00	80545	770.00	1870	2201.00	357	39497.00	50	56256.00	25	731669.00	10
3348	2018-02-26	4	9	13	15	40	44	48	4,13,15		3	3	2	2	0	1	1	2.00	819090	2.00	172440	141.00	1682	307.00	422	7759.00	50	8665.00	25	139933.00	10
3347	2018-02-22	4	12	13	15	35	46	21			3	3	1	3	0	1	1	1.00	1428828	4.00	75202	151.00	1370	338.00	334	5605.00	50	8566.00	25	114253.00	10
3346	2018-02-19	10	21	29	34	37	43	28			4	2	1	0	2	2	1	1.00	5460952	4.00	132875	154.00	2373	512.00	390	10559.00	50	14408.00	25	185354.00	10
3345	2018-02-15	16	18	30	31	36	41	1	41		2	4	0	2	1	2	1	0.00	0	5.00	73436	119.00	2122	380.00	363	7057.00	50	10371.00	25	132664.00	10
3344	2018-02-12	12	14	19	23	37	41	3	23	12	4	2	0	3	1	1	1	0.00	0	1.00	250999	113.00	1528	238.00	396	5200.00	50	7849.00	25	96508.00	10
3343	2018-02-09	8	15	16	23	40	49	18	40		3	3	1	2	1	1	1	2.00	3181107	7.00	150809	455.00	1596	1138.00	348	23660.00	50	32663.00	25	410512.00	10
3342	2018-02-05	25	33	38	40	42	48	27			2	4	0	0	1	3	2	0.00	0	1.00	281651	82.00	2362	200.00	529	4658.00	50	6935.00	25	89874.00	10
3341	2018-02-01	4	15	20	22	29	32	8	32		2	4	1	2	2	1	0	2.00	588205	6.00	41278	90.00	1892	322.00	289	4730.00	50	9960.00	25	92257.00	10
3340	2018-01-29	7	14	25	32	44	48	19	25		2	4	1	1	1	1	2	2.00	613137	2.00	129082	94.00	1889	216.00	449	4534.00	50	6449.00	25	85242.00	10
3339	2018-01-25	1	15	23	25	34	47	2	1,15	25	5	1	1	1	2	1	1	1.00	2683719	1.00	314602	118.00	1833	300.00	394	5917.00	50	9117.00	25	111157.00	10
3338	2018-01-22	1	2	15	29	32	49	11	2		4	2	2	1	1	1	1	0.00	0	3.00	83465	82.00	2100	255.00	369	5069.00	50	8143.00	25	90152.00	10
3337	2018-01-18	2	6	12	17	26	40	44	2,6		1	5	2	2	1	1	0	1.00	8614827	7.00	112719	418.00	1298	843.00	351	22101.00	50	21750.00	25	357704.00	10
3336	2018-01-15	1	2	6	28	29	49	17	49		3	3	3	0	2	0	1	0.00	0	5.00	92702	208.00	1533	533.00	327	11359.00	50	15124.00	25	200914.00	10
3335	2018-01-11	22	24	25	40	45	49	3	45		3	3	0	0	3	1	2	0.00	0	2.00	150781	88.00	2356	236.00	480	4990.00	50	6882.00	25	95812.00	10
3334	2018-01-08	6	10	18	36	44	45	46			1	5	2	1	0	1	2	0.00	0	1.00	259547	106.00	1684	248.00	393	5782.00	50	6641.00	25	103586.00	10
3333	2018-01-05	3	4	13	19	23	47	5	3		5	1	2	2	1	0	1	0.00	0	19.00	729761	642.00	1698	2053.00	290	34408.00	50	55156.00	25	627469.00	10
3332	2018-01-01	3	9	16	34	45	46	49	3,16		3	3	2	1	0	1	2	0.00	0	4.00	115899	129.00	2471	397.00	438	8304.00	50	11976.00	25	164921.00	10
3331	2017-12-28	1	3	5	16	27	40	26			4	2	3	1	1	1	0	0.00	0	6.00	48799	123.00	1637	301.00	365	7191.00	50	8904.00	25	132961.00	10
3330	2017-12-25	6	7	14	17	19	29	46			4	2	2	3	1	0	0	0.00	0	2.00	121704	177.00	946	245.00	373	8479.00	50	6250.00	25	126435.00	10
3329	2017-12-21	1	2	26	27	35	43	23	2,35		4	2	2	0	2	1	1	1.00	1084370	1.00	228289	78.00	2013	173.00	495	3862.00	50	5476.00	25	75040.00	10
3328	2017-12-18	2	6	10	19	31	35	34			3	3	3	1	0	2	0	2.00	572571	1.00	241083	100.00	1658	237.00	382	6800.00	50	6384.00	25	115473.00	10
3327	2017-12-14	1	9	13	33	41	48	21			5	1	2	1	0	1	2	1.00	4390479	3.00	132600	139.00	1968	358.00	417	7629.00	50	11170.00	25	151797.00	10
3326	2017-12-11	5	12	37	39	42	43	15	37		4	2	1	1	0	2	2	0.00	0	1.00	305318	116.00	1810	269.00	426	5795.00	50	8037.00	25	106936.00	10
3325	2017-12-07	9	10	25	37	45	46	40			4	2	2	0	1	1	2	0.00	0	1.00	221197	76.00	2001	144.00	577	4814.00	50	5067.00	25	88549.00	10
3324	2017-12-04	4	5	19	38	39	40	26	38	4	3	3	2	1	0	3	0	1.00	7979860	13.00	57092	305.00	1673	770.00	362	15631.00	50	21382.00	25	292902.00	10
3323	2017-11-30	17	22	29	36	38	47	46			3	3	0	1	2	2	1	0.00	0	6.00	67613	157.00	1777	361.00	422	7798.00	50	10161.00	25	145032.00	10
3322	2017-11-27	7	8	23	30	42	48	38			2	4	2	0	2	0	2	0.00	0	2.00	152757	119.00	1766	327.00	351	6506.00	50	8966.00	25	122930.00	10
3321	2017-11-23	11	14	41	46	47	49	48	11		4	2	0	2	0	0	4	0.00	0	3.00	75533	71.00	2195	383.00	222	4072.00	50	7280.00	25	72678.00	10
3320	2017-11-20	9	11	13	18	20	34	27	11,13,34	20	3	3	1	4	0	1	0	1.00	1145119	3.00	80360	144.00	1151	461.00	197	8025.00	50	10677.00	25	125590.00	10
3319	2017-11-16	11	13	16	27	34	48	30		16	3	3	0	3	1	1	1	1.00	4699342	4.00	186186	167.00	1734	456.00	347	10281.00	50	12548.00	25	176876.00	10
3318	2017-11-13	3	19	21	35	37	44	26	44		5	1	1	1	1	2	1	0.00	0	0.00	0	116.00	1918	242.00	502	5836.00	50	7724.00	25	109912.00	10
3317	2017-11-09	22	31	33	41	44	47	24			4	2	0	0	1	2	3	0.00	0	1.00	244593	97.00	1734	195.00	471	4494.00	50	5707.00	25	79810.00	10
3316	2017-11-06	2	8	11	15	19	32	47	32		3	3	2	3	0	1	0	0.00	0	8.00	1105236	488.00	1037	769.00	359	22074.00	50	19063.00	25	363439.00	10
3315	2017-11-02	7	17	18	30	32	47	39	30		3	3	1	2	1	1	1	0.00	0	4.00	105311	158.00	1833	365.00	433	8469.00	50	10731.00	25	159668.00	10
3314	2017-10-30	8	20	30	43	46	48	18		30	1	5	1	1	1	0	3	0.00	0	1.00	323157	101.00	2200	315.00	385	5920.00	50	8795.00	25	114336.00	10
3313	2017-10-26	3	10	25	32	36	37	6			3	3	2	0	1	3	0	0.00	0	2.00	113287	92.00	1694	283.00	301	4884.00	50	8261.00	25	85691.00	10
3312	2017-10-23	2	9	23	35	38	48	20	2	23	3	3	2	0	1	2	1	2.00	4033779	11.00	66609	299.00	1685	702.00	392	15654.00	50	20311.00	25	290114.00	10
3311	2017-10-19	2	4	15	20	26	28	24			1	5	2	2	2	0	0	0.00	0	1.00	416797	193.00	1485	574.00	273	10839.00	50	14944.00	25	181456.00	10
3310	2017-10-16	6	11	12	34	36	49	3	6		2	4	1	2	0	2	1	0.00	0	1.00	319162	140.00	1568	322.00	372	5938.00	50	10551.00	25	118814.00	10
3309	2017-10-12	6	14	17	21	22	37	15	6,14,17		3	3	1	2	2	1	0	0.00	0	2.00	114894	99.00	1596	253.00	341	4901.00	50	6757.00	25	90667.00	10
3308	2017-10-09	6	14	17	40	43	49	48	40		3	3	1	2	0	1	2	1.00	8380725	12.00	65088	223.00	2408	779.00	376	14319.00	50	19984.00	25	273524.00	10
3307	2017-10-05	9	19	23	36	40	44	20	23		3	3	1	1	1	2	1	0.00	0	6.00	73148	173.00	1745	523.00	315	8929.00	50	13094.00	25	169225.00	10
3306	2017-10-02	2	8	17	18	23	42	1		2	2	4	2	2	1	0	1	0.00	0	7.00	45428	177.00	1236	535.00	223	8495.00	50	13010.00	25	151251.00	10
3305	2017-09-28	11	12	26	27	29	33	10	26		4	2	0	2	3	1	0	0.00	0	5.00	45286	93.00	1674	433.00	197	5561.00	50	10428.00	25	98704.00	10
3304	2017-09-25	7	18	26	34	41	48	8			2	4	1	1	1	1	2	2.00	1282131	5.00	107969	115.00	1912	357.00	336	5883.00	50	10314.00	25	108965.00	10
3303	2017-09-21	9	14	15	28	35	37	2	15		4	2	1	2	1	2	0	0.00	0	0.00	0	80.00	1893	218.00	379	4653.00	50	6804.00	25	90219.00	10
3302	2017-09-18	3	15	22	24	32	43	35	15		3	3	1	1	2	1	1	1.00	8030687	4.00	185751	338.00	1512	754.00	370	14744.00	50	19547.00	25	269684.00	10
3301	2017-09-14	12	15	29	36	40	45	16			3	3	0	2	1	2	1	0.00	0	3.00	139682	143.00	2015	373.00	422	8036.00	50	11379.00	25	146644.00	10
3300	2017-09-11	7	14	17	18	44	48	2			2	4	1	3	0	0	2	0.00	0	2.00	150702	116.00	1787	305.00	371	6146.00	50	8479.00	25	115649.00	10
3299	2017-09-07	13	19	20	21	32	49	27			4	2	0	3	1	1	1	0.00	0	2.00	113611	85.00	1838	174.00	490	3956.00	50	5850.00	25	81339.00	10
3298	2017-09-04	10	11	22	36	38	46	13	36		1	5	1	1	1	2	1	2.00	2311781	1.00	451212	205.00	1514	361.00	469	8989.00	50	12255.00	25	169109.00	10
3297	2017-08-31	3	36	39	40	44	47	14	39		3	3	1	0	0	3	2	0.00	0	1.00	522170	68.00	2926	240.00	453	4554.00	50	6528.00	25	90630.00	10
3296	2017-08-28	1	21	29	35	39	46	8	39		5	1	1	0	2	2	1	0.00	0	0.00	0	64.00	2501	227.00	385	3516.00	50	6804.00	25	69429.00	10
3295	2017-08-24	11	17	26	30	32	39	33			3	3	0	2	2	2	0	1.00	1020676	1.00	214880	46.00	3212	207.00	390	3996.00	50	5436.00	25	77580.00	10
3294	2017-08-21	4	7	12	18	42	47	41	47		2	4	2	2	0	0	2	1.00	7922612	8.00	95597	337.00	1561	801.00	359	18226.00	50	21603.00	25	327776.00	10
3293	2017-08-17	11	15	29	39	41	47	25	39		6	0	0	2	1	1	2	0.00	0	4.00	100087	112.00	2458	362.00	415	7077.00	50	10254.00	25	137708.00	10
3292	2017-08-14	2	8	17	22	39	46	6	39,46		2	4	2	1	1	1	1	0.00	0	3.00	95297	124.00	1586	383.00	280	6666.00	50	11580.00	25	118231.00	10
3291	2017-08-10	1	31	39	45	46	49	34	46		5	1	1	0	0	2	3	0.00	0	1.00	216908	61.00	2445	176.00	463	3569.00	50	4247.00	25	66742.00	10
3290	2017-08-07	5	17	34	40	42	46	22			2	4	1	1	0	2	2	2.00	555258	3.00	77931	76.00	2115	235.00	374	4080.00	50	5672.00	25	75485.00	10
3289	2017-08-03	14	19	22	27	32	36	40	14		2	4	0	2	2	2	0	1.00	1074800	1.00	226274	88.00	1768	197.00	431	4247.00	50	5308.00	25	78674.00	10
3288	2017-07-31	11	13	14	16	30	43	47	14		3	3	0	4	1	0	1	1.00	2469476	2.00	152360	105.00	1996	260.00	440	6262.00	50	6545.00	25	116697.00	10
3287	2017-07-27	14	20	24	33	37	41	18	41		3	3	0	2	1	2	1	0.00	0	2.00	107585	89.00	1663	214.00	378	4007.00	50	5224.00	25	70771.00	10
3286	2017-07-24	2	22	23	32	35	41	7	35,41		3	3	1	0	2	2	1	1.00	4418860	5.00	85583	208.00	1415	526.00	306	8951.00	50	13705.00	25	153630.00	10
3285	2017-07-20	8	11	35	39	41	43	13	11		5	1	1	1	0	2	2	0.00	0	4.00	68632	87.00	2170	305.00	338	5196.00	50	7749.00	25	97663.00	10
3284	2017-07-17	9	11	16	20	27	46	39			3	3	1	3	1	0	1	0.00	0	3.00	75950	90.00	1741	262.00	327	5986.00	50	5819.00	25	103939.00	10
3283	2017-07-13	24	30	33	34	47	49	12			3	3	0	0	2	2	2	1.00	1059604	1.00	223075	54.00	2841	143.00	585	3279.00	50	5057.00	25	63660.00	10
3282	2017-07-10	11	16	31	35	46	48	41			3	3	0	2	0	2	2	1.00	2546945	2.00	268100	113.00	1884	284.00	409	5520.00	50	7324.00	25	102824.00	10
3281	2017-07-06	2	4	7	26	40	47	35	7		2	4	3	0	1	1	1	0.00	0	0.00	0	83.00	1878	203.00	419	5103.00	50	5269.00	25	91926.00	10
3280	2017-07-03	5	7	9	27	31	34	40	9		5	1	3	0	1	2	0	2.00	559576	2.00	117806	158.00	1026	244.00	363	7999.00	50	6676.00	25	133621.00	10
3279	2017-06-29	2	9	13	16	29	40	46		29	3	3	2	2	1	1	0	2.00	2195158	3.00	138961	212.00	1352	333.00	470	10267.00	50	10482.00	25	185991.00	10
3278	2017-06-26	14	20	21	23	25	37	15	20		4	2	0	2	3	1	0	0.00	0	1.00	292980	110.00	1832	297.00	370	6329.00	50	8753.00	25	109179.00	10
3277	2017-06-22	4	5	12	20	47	49	25			3	3	2	2	0	0	2	0.00	0	3.00	71472	65.00	2268	197.00	409	4381.00	50	7020.00	25	86167.00	10
3276	2017-06-19	1	23	30	34	40	42	14	23		2	4	1	0	2	2	1	1.00	4278784	4.00	102140	170.00	1653	351.00	437	7444.00	50	10061.00	25	135526.00	10
3275	2017-06-15	20	21	23	37	39	47	31	21,23		5	1	0	1	2	2	1	0.00	0	2.00	133357	71.00	2583	212.00	472	4022.00	50	6178.00	25	80171.00	10
3274	2017-06-12	9	10	19	21	23	43	15			5	1	2	1	2	0	1	0.00	0	3.00	75175	118.00	1314	326.00	260	6237.00	50	8389.00	25	104138.00	10
3273	2017-06-08	5	7	22	25	34	40	1	40		3	3	2	0	2	2	0	1.00	1046310	4.00	55069	91.00	1665	261.00	317	5021.00	50	7522.00	25	91133.00	10
3272	2017-06-05	15	21	23	24	39	40	18	15		4	2	0	1	3	2	0	1.00	2436206	3.00	97501	117.00	1719	255.00	431	5167.00	50	7401.00	25	98461.00	10
3271	2017-06-01	9	15	17	22	44	46	2	15		3	3	1	2	1	0	2	0.00	0	1.00	220385	79.00	1918	234.00	354	4029.00	50	6875.00	25	80879.00	10
3270	2017-05-29	13	15	16	27	36	47	24			4	2	0	3	1	1	1	1.00	2492273	3.00	252025	95.00	2176	275.00	410	5369.00	50	7569.00	25	103042.00	10
3269	2017-05-25	3	8	11	32	44	46	12	44		2	4	2	1	0	1	2	0.00	0	0.00	0	87.00	1771	181.00	465	4350.00	50	7242.00	25	85690.00	10
3268	2017-05-22	21	24	31	34	37	44	45	44		3	3	0	0	2	3	1	1.00	1099071	0.00	0	164.00	970	158.00	550	3848.00	50	4641.00	25	73077.00	10
3267	2017-05-18	4	23	43	44	46	48	16	23		2	4	1	0	1	0	4	2.00	529816	3.00	74361	63.00	2435	151.00	554	3744.00	50	4590.00	25	67663.00	10
3266	2017-05-15	8	14	16	23	24	27	5	8,27		2	4	1	2	3	0	0	2.00	2233143	9.00	46505	203.00	1418	649.00	242	9442.00	50	18179.00	25	168566.00	10
3265	2017-05-11	8	9	12	18	27	45	13	45		3	3	2	2	1	0	1	0.00	0	3.00	94188	283.00	687	414.00	256	10929.00	50	10969.00	25	156130.00	10
3264	2017-05-08	5	21	29	30	38	45	1			4	2	1	0	3	1	1	0.00	0	1.00	631272	63.00	2610	198.00	453	4571.00	50	6764.00	25	89219.00	10
3263	2017-05-04	4	13	14	36	41	43	45		4	3	3	1	2	0	1	2	1.00	4338512	0.00	0	164.00	1644	348.00	423	8360.00	50	9792.00	25	143950.00	10
3262	2017-05-01	8	17	24	29	32	45	14	32		3	3	1	1	2	1	1	0.00	0	2.00	148469	117.00	1745	365.00	306	5795.00	50	7888.00	25	111683.00	10
3261	2017-04-27	4	7	15	31	32	43	37	31,32		4	2	2	1	0	2	1	0.00	0	1.00	224332	66.00	2337	152.00	554	4292.00	50	5234.00	25	84699.00	10
3260	2017-04-24	2	8	22	31	32	35	36	2		2	4	2	0	1	3	0	1.00	1106963	3.00	77682	85.00	1885	235.00	372	4795.00	50	6392.00	25	92774.00	10
3259	2017-04-20	2	12	25	28	37	38	22	12,25,28		2	4	1	1	2	2	0	1.00	1075999	4.00	56632	83.00	1877	255.00	334	4584.00	50	7238.00	25	86240.00	10
3258	2017-04-17	12	17	25	28	36	44	3		17	2	4	0	2	2	1	1	2.00	562158	4.00	59175	105.00	1550	283.00	314	4949.00	50	7780.00	25	92821.00	10
3257	2017-04-13	7	9	16	27	32	47	36			4	2	2	1	1	1	1	1.00	2582205	4.00	73578	159.00	1273	318.00	348	6701.00	50	8609.00	25	125560.00	10
3256	2017-04-10	13	19	20	23	29	31	48	20		5	1	0	3	2	1	0	0.00	0	2.00	124656	139.00	1234	194.00	482	6193.00	50	5432.00	25	106984.00	10
3255	2017-04-06	10	12	20	27	43	46	26			2	4	1	2	1	0	2	1.00	4726002	3.00	142907	158.00	1866	340.00	473	8454.00	50	11723.00	25	165655.00	10
3254	2017-04-03	1	28	30	32	40	48	31	28		1	5	1	0	2	2	1	0.00	0	6.00	54343	119.00	1884	244.00	502	5263.00	50	7750.00	25	103444.00	10
3253	2017-03-30	28	34	38	39	42	46	24	28		1	5	0	0	1	3	2	0.00	0	2.00	120087	54.00	3058	175.00	515	3527.00	50	5504.00	25	71263.00	10
3252	2017-03-27	1	27	28	40	41	44	36	28,44	27	3	3	1	0	2	1	2	0.00	0	4.00	2138384	224.00	2110	580.00	445	12946.00	50	17108.00	25	237924.00	10
3251	2017-03-23	5	13	18	25	28	44	16			3	3	1	2	2	0	1	0.00	0	3.00	137389	192.00	1476	457.00	339	10222.00	50	12469.00	25	174863.00	10
3250	2017-03-20	6	20	30	41	42	45	35	20	20	2	4	1	1	1	0	3	0.00	0	4.00	78380	74.00	2913	240.00	490	5409.00	50	7983.00	25	105543.00	10
3249	2017-03-16	2	9	15	19	20	37	29			4	2	2	3	0	1	0	0.00	0	2.00	121471	150.00	1114	471.00	194	8114.00	50	10610.00	25	124235.00	10
3248	2017-03-13	6	28	30	35	39	42	33	6		2	4	1	0	2	2	1	1.00	4879381	2.00	227669	156.00	2007	397.00	431	8067.00	50	11608.00	25	154892.00	10
3247	2017-03-09	2	6	9	17	26	46	13		9	2	4	3	1	1	0	1	0.00	0	9.00	34623	254.00	844	703.00	167	11185.00	50	13010.00	25	162823.00	10
3246	2017-03-06	16	22	28	36	39	47	3	36		2	4	0	1	2	2	1	0.00	0	1.00	260299	78.00	2295	251.00	389	4397.00	50	6914.00	25	80396.00	10
3245	2017-03-02	8	14	20	35	36	41	38	35		2	4	1	2	0	2	1	1.00	1241306	2.00	130664	139.00	1293	229.00	428	5137.00	50	6504.00	25	93943.00	10
3244	2017-02-27	22	25	27	29	35	49	31		27	5	1	0	0	4	1	1	1.00	1289621	3.00	90500	131.00	1425	260.00	392	5915.00	50	6781.00	25	101943.00	10
3243	2017-02-23	7	8	9	28	41	42	29			3	3	3	0	1	0	2	2.00	4260162	8.00	89302	326.00	1507	1082.00	248	18190.00	50	25391.00	25	325705.00	10
3242	2017-02-20	2	6	13	17	23	46	3	17		3	3	2	2	1	0	1	0.00	0	2.00	238074	184.00	1780	584.00	306	11097.00	50	18530.00	25	198395.00	10
3241	2017-02-16	8	17	31	43	44	48	46			3	3	1	1	0	1	3	0.00	0	2.00	167482	107.00	2153	295.00	426	6233.00	50	8342.00	25	117875.00	10
3240	2017-02-13	7	10	19	23	24	33	3	7,24		4	2	2	1	2	1	0	0.00	0	5.00	53647	128.00	1441	403.00	250	6865.00	50	12078.00	25	118501.00	10
3239	2017-02-10	2	7	24	27	29	34	21			3	3	2	0	3	1	0	4.00	3000413	26.00	89083	1052.00	1514	2516.00	346	53715.00	50	70461.00	25	938603.00	10
3238	2017-02-06	9	14	17	25	30	36	44			3	3	1	2	2	1	0	4.00	2625703	12.00	81688	458.00	1472	958.00	384	22827.00	50	25627.00	25	405957.00	10
3237	2017-02-02	11	20	21	29	37	48	23	21		4	2	0	2	2	1	1	0.00	0	8.00	70619	182.00	2135	565.00	375	10666.00	50	14967.00	25	202080.00	10
3236	2017-01-30	21	22	25	27	32	39	6	22		4	2	0	0	4	2	0	0.00	0	5.00	77952	150.00	1787	336.00	435	7551.00	50	11589.00	25	136121.00	10
3235	2017-01-26	8	12	16	19	22	46	6			1	5	1	3	1	0	1	0.00	0	1.00	276164	128.00	1484	465.00	223	7176.00	50	13879.00	25	125569.00	10
3234	2017-01-23	5	14	23	28	45	49	39	5,49	23	4	2	1	1	2	0	2	1.00	4942864	6.00	78776	241.00	1349	408.00	435	10367.00	50	11695.00	25	186504.00	10
3233	2017-01-19	5	8	16	44	48	49	32			2	4	2	1	0	0	3	0.00	0	3.00	104625	145.00	1489	315.00	374	7119.00	50	8624.00	25	127692.00	10
3232	2017-01-16	2	7	17	21	35	42	16			4	2	2	1	1	1	1	0.00	0	2.00	127039	136.00	1285	254.00	376	6501.00	50	7548.00	25	101037.00	10
3231	2017-01-12	3	6	12	25	40	43	42		12	3	3	2	1	1	1	1	2.00	4081565	14.00	50442	306.00	1587	733.00	362	16203.00	50	18178.00	25	297875.00	10
3230	2017-01-09	8	29	33	34	42	49	21	33		3	3	1	0	1	2	2	0.00	0	2.00	227550	114.00	2745	401.00	426	7641.00	50	11635.00	25	152568.00	10
3229	2017-01-05	7	15	20	33	39	44	43			4	2	1	2	0	2	1	0.00	0	4.00	76144	87.00	2407	257.00	445	6242.00	50	6946.00	25	115576.00	10
3228	2017-01-02	1	18	22	35	38	49	30			3	3	1	1	1	2	1	0.00	0	2.00	126352	88.00	1975	200.00	474	4756.00	50	6083.00	25	89075.00	10
3227	2016-12-29	2	4	34	36	42	46	15	46		0	6	2	0	0	2	2	1.00	1121765	1.00	236161	86.00	1888	160.00	554	3832.00	50	5067.00	25	73474.00	10
3226	2016-12-26	8	10	18	25	28	46	23	28		1	5	2	1	2	0	1	3.00	368554	4.00	58193	118.00	1357	317.00	276	7303.00	50	8507.00	25	115490.00	10
3225	2016-12-22	3	28	37	38	44	47	46			3	3	1	0	1	2	2	1.00	7630364	5.00	131039	217.00	2076	506.00	486	11974.00	50	14974.00	25	222339.00	10
3224	2016-12-19	10	11	24	27	36	49	43	24		3	3	1	1	2	1	1	0.00	0	2.00	358021	201.00	1492	363.00	451	9823.00	50	10404.00	25	177472.00	10
3223	2016-12-15	4	18	24	39	46	47	10	46		2	4	1	1	1	1	2	0.00	0	0.00	0	87.00	2214	174.00	604	4518.00	50	6429.00	25	86537.00	10
3222	2016-12-12	2	14	31	36	43	46	39	46		2	4	1	1	0	2	2	0.00	0	2.00	117580	65.00	2488	181.00	488	3449.00	50	5010.00	25	69516.00	10
3221	2016-12-08	6	8	11	24	37	46	23	11,24,37	8	2	4	2	1	1	1	1	1.00	1040938	3.00	73049	82.00	1838	257.00	320	5779.00	50	7026.00	25	102349.00	10
3220	2016-12-05	5	9	11	19	24	37	36	19,24	5	5	1	2	2	1	1	0	1.00	7433542	7.00	96676	490.00	950	822.00	309	21511.00	50	22079.00	25	346245.00	10
3219	2016-12-01	3	4	8	19	24	46	12	4,24		2	4	3	1	1	0	1	0.00	0	7.00	55534	171.00	1563	676.00	216	9453.00	50	17715.00	25	166905.00	10
3218	2016-11-28	2	4	15	24	37	48	6	2		2	4	2	1	1	1	1	0.00	0	3.00	95203	110.00	1786	342.00	314	5133.00	50	9180.00	25	96313.00	10
3217	2016-11-24	2	3	17	19	22	40	20	40		3	3	2	2	1	1	0	0.00	0	2.00	106945	72.00	2043	268.00	300	4597.00	50	7118.00	25	85564.00	10
3216	2016-11-21	4	21	25	40	47	48	49	21	21	3	3	1	0	2	1	2	1.00	2455190	5.00	58714	79.00	2555	250.00	441	4735.00	50	7795.00	25	92954.00	10
3215	2016-11-17	1	21	31	36	39	43	38	31		5	1	1	0	1	3	1	0.00	0	2.00	111657	85.00	1807	160.00	524	3661.00	50	4813.00	25	72230.00	10
3214	2016-11-14	8	10	15	31	38	40	19			2	4	2	1	0	3	0	0.00	0	5.00	1639018	285.00	1647	822.00	312	16601.00	50	21610.00	25	291920.00	10
3213	2016-11-10	17	22	26	34	41	47	42	41		3	3	0	1	2	1	2	0.00	0	1.00	389050	137.00	1953	321.00	455	6607.00	50	8572.00	25	124996.00	10
3212	2016-11-07	1	13	21	41	48	49	22	1		5	1	1	1	1	0	3	0.00	0	2.00	144519	86.00	2311	252.00	431	5403.00	50	7037.00	25	99517.00	10
3211	2016-11-03	1	11	19	26	35	39	14	19		5	1	1	2	1	2	0	0.00	0	1.00	518824	77.00	1974	215.00	386	4989.00	50	6123.00	25	91571.00	10
3210	2016-10-31	14	19	24	32	36	42	35			1	5	0	2	1	2	1	1.00	2446298	0.00	0	111.00	1845	239.00	468	5602.00	50	6951.00	25	102303.00	10
3209	2016-10-27	3	5	8	21	40	46	30			3	3	3	0	1	1	1	0.00	0	3.00	72390	94.00	1589	253.00	322	5034.00	50	7090.00	25	96125.00	10
3208	2016-10-24	2	15	18	24	34	35	48		24	2	4	1	2	1	2	0	2.00	1249879	2.00	149412	81.00	2537	207.00	542	5806.00	50	7363.00	25	111034.00	10
3207	2016-10-20	5	14	20	23	36	49	30		20	3	3	1	2	1	1	1	0.00	0	1.00	227443	87.00	1798	222.00	385	4629.00	50	6339.00	25	88697.00	10
3206	2016-10-17	3	7	9	27	39	44	48			5	1	3	0	1	1	1	2.00	2375063	8.00	55505	226.00	1351	506.00	330	11944.00	50	11782.00	25	205023.00	10
3205	2016-10-13	16	20	31	32	40	41	13			2	4	0	2	0	3	1	0.00	0	5.00	61197	116.00	1814	355.00	324	5888.00	50	9582.00	25	106541.00	10
3204	2016-10-10	3	18	24	30	35	49	44			3	3	1	1	2	1	1	0.00	0	2.00	125006	111.00	1549	216.00	435	4904.00	50	5578.00	25	89897.00	10
3203	2016-10-06	6	13	19	25	26	39	35	6	6	4	2	1	2	2	1	0	0.00	0	2.00	4367166	263.00	1866	704.00	381	16365.00	50	21098.00	25	300785.00	10
