Draw	Date	Winning Number 1	2	3	4	5	6	Additional Number 	From Last	Same As Day	Odd	Even	 1-10	 11-20	 21-30	 31-40	 41-50	Division 1 Winners	Division 1 Prize	Division 2 Winners	Division 2 Prize	Division 3 Winners	Division 3 Prize	Division 4 Winners	Division 4 Prize	Division 5 Winners	Division 5 Prize	Division 6 Winners	Division 6 Prize	Division 7 Winners	Division 7 Prize
3044	2015-03-30	11	12	30	38	45	47	6	30,47	30	3	3	0	2	1	1	2	0.00	0	1.00	256151	95.00	1854	224.00	429	4621.00	50	7007.00	25	89459.00	10
3043	2015-03-26	5	21	30	33	39	47	43	5		5	1	1	0	2	2	1	0.00	0	2.00	4043670	186.00	2047	406.00	512	9696.00	50	12569.00	25	185469.00	10
3042	2015-03-23	1	5	14	23	40	49	33		23	4	2	2	1	1	1	1	0.00	0	6.00	129415	169.00	1902	484.00	363	10739.00	50	12405.00	25	202794.00	10
3041	2015-03-19	3	15	26	29	38	45	49	45		4	2	1	1	2	1	1	0.00	0	0.00	0	101.00	2105	221.00	525	6289.00	50	6983.00	25	117351.00	10
3040	2015-03-16	7	10	19	41	43	45	31	19		5	1	2	1	0	0	3	0.00	0	6.00	42657	102.00	1726	279.00	344	5203.00	50	7060.00	25	96084.00	10
3039	2015-03-12	14	15	19	20	36	47	10	47		3	3	0	4	0	1	1	1.00	8042310	5.00	126322	211.00	2058	650.00	365	12045.00	50	18097.00	25	225594.00	10
3038	2015-03-09	9	11	38	39	44	47	3	11,38,44,47	9	4	2	1	1	0	2	2	0.00	0	4.00	117269	214.00	1507	615.00	287	10624.00	50	16929.00	25	174678.00	10
3037	2015-03-05	5	10	11	38	44	47	20	44	5	3	3	2	1	0	1	2	0.00	0	1.00	340846	107.00	2191	382.00	335	7323.00	50	11078.00	25	142215.00	10
3036	2015-03-02	7	12	24	27	35	44	20			3	3	1	1	2	1	1	0.00	0	4.00	62897	150.00	1154	368.00	257	6909.00	50	9702.00	25	113721.00	10
3035	2015-02-27	2	13	19	28	41	42	14			3	3	1	2	1	0	2	2.00	6033861	14.00	122673	699.00	1690	1621.00	398	36111.00	50	47580.00	25	657272.00	10
3034	2015-02-23	1	5	14	18	24	26	29			2	4	2	2	2	0	0	3.00	539834	2.00	304973	199.00	1178	398.00	322	9571.00	50	11420.00	25	161539.00	10
3033	2015-02-19	2	17	22	36	37	45	23	22,36,37		3	3	1	1	1	2	1	1.00	1277739	0.00	0	104.00	1779	233.00	433	4942.00	50	6869.00	25	93260.00	10
3032	2015-02-16	19	22	33	36	37	46	8			3	3	0	1	1	3	1	2.00	3779120	6.00	106861	241.00	1830	571.00	422	12199.00	50	17348.00	25	225702.00	10
3031	2015-02-12	12	13	26	32	42	47	39	32	12	2	4	0	2	1	1	2	0.00	0	4.00	102665	123.00	2296	333.00	463	7863.00	50	10539.00	25	149659.00	10
3030	2015-02-09	4	15	22	31	32	36	6	31		2	4	1	1	1	3	0	0.00	0	5.00	62100	116.00	1841	291.00	401	6006.00	50	9267.00	25	113319.00	10
3029	2015-02-05	8	10	25	31	45	48	2	8		3	3	2	0	1	1	2	0.00	0	3.00	76297	94.00	1675	248.00	347	4376.00	50	7392.00	25	85670.00	10
3028	2015-02-02	8	18	20	29	39	41	38			3	3	1	2	1	1	1	5.00	883973	10.00	42443	399.00	732	606.00	263	12688.00	50	13386.00	25	191186.00	10
3027	2015-01-29	6	15	38	40	45	49	27	6		3	3	1	1	0	2	2	0.00	0	1.00	506072	73.00	2700	210.00	512	4627.00	50	6821.00	25	93772.00	10
3026	2015-01-26	6	23	24	30	36	46	31			1	5	1	0	3	1	1	0.00	0	0.00	0	65.00	2322	162.00	509	4044.00	50	5460.00	25	79012.00	10
3025	2015-01-22	5	12	26	31	40	47	25	31		3	3	1	1	1	2	1	1.00	1000000	2.00	105158	96.00	1507	200.00	395	4241.00	50	6197.00	25	78576.00	10
3024	2015-01-19	21	24	25	31	33	36	13	33		4	2	0	0	3	3	0	2.00	2086876	4.00	100340	169.00	1633	452.00	333	7477.00	50	12150.00	25	139453.00	10
3023	2015-01-15	2	3	9	16	33	37	46			4	2	3	1	0	2	0	0.00	0	1.00	262285	112.00	1610	188.00	524	6362.00	50	5726.00	25	120123.00	10
3022	2015-01-12	25	32	41	43	47	48	7			4	2	0	0	1	1	4	0.00	0	2.00	107522	76.00	1946	144.00	560	3295.00	50	4743.00	25	62580.00	10
3021	2015-01-08	5	7	9	15	34	38	21	34		4	2	3	1	0	2	0	1.00	2318625	2.00	244066	190.00	968	342.00	294	7973.00	50	10083.00	25	136200.00	10
3020	2015-01-05	1	22	27	34	35	37	20	1		4	2	1	0	2	3	0	0.00	0	0.00	0	76.00	1997	189.00	438	3732.00	50	5298.00	25	72601.00	10
3019	2015-01-01	1	4	18	31	48	49	21	1,4	1	3	3	2	1	0	1	2	1.00	2414115	2.00	144153	121.00	1639	277.00	391	5904.00	50	7801.00	25	112138.00	10
3018	2014-12-29	1	4	27	42	44	47	18	1,42		3	3	2	0	1	0	3	0.00	0	1.00	219930	71.00	2130	184.00	449	3722.00	50	4994.00	25	69300.00	10
3017	2014-12-25	1	5	15	24	25	42	46	5	25	4	2	2	1	2	0	1	1.00	2300345	2.00	131515	214.00	846	229.00	431	9141.00	50	6115.00	25	137043.00	10
3016	2014-12-22	5	10	19	32	38	44	12			2	4	2	1	0	2	1	0.00	0	2.00	110628	72.00	2113	242.00	343	4500.00	50	8281.00	25	83535.00	10
3015	2014-12-18	9	11	13	21	27	30	42			5	1	1	2	3	0	0	1.00	2285963	1.00	262007	235.00	767	373.00	264	10172.00	50	9079.00	25	149334.00	10
3014	2014-12-15	5	12	16	22	26	46	23	26		1	5	1	2	2	0	1	0.00	0	1.00	219249	97.00	1554	267.00	308	5541.00	50	7409.00	25	96007.00	10
3013	2014-12-11	19	26	33	37	38	40	12			3	3	0	1	1	4	0	1.00	2332277	3.00	87537	77.00	2345	334.00	295	4830.00	50	8804.00	25	88444.00	10
3012	2014-12-08	17	21	28	29	39	47	46	17		5	1	0	1	3	1	1	0.00	0	1.00	228397	58.00	2708	186.00	461	4047.00	50	4674.00	25	78909.00	10
3011	2014-12-04	10	17	24	31	37	40	35			3	3	1	1	1	3	0	1.00	2612587	2.00	143336	119.00	1657	258.00	417	6490.00	50	7472.00	25	114489.00	10
3010	2014-12-01	1	6	7	23	30	45	16		1	4	2	3	0	2	0	1	0.00	0	5.00	52670	185.00	979	462.00	214	9267.00	50	10695.00	25	141206.00	10
3009	2014-11-27	5	9	18	28	44	49	24			3	3	2	1	1	0	2	0.00	0	3.00	2273867	201.00	1715	558.00	337	11733.00	50	15486.00	25	211913.00	10
3008	2014-11-24	4	6	14	20	36	43	35	36		1	5	2	2	0	1	1	0.00	0	8.00	43349	176.00	1355	430.00	303	8716.00	50	10660.00	25	147735.00	10
3007	2014-11-20	2	3	5	19	25	36	16	2		4	2	3	1	1	1	0	0.00	0	11.00	23758	146.00	1231	445.00	221	7346.00	50	9266.00	25	123668.00	10
3006	2014-11-17	2	10	11	15	40	46	8	15		2	4	2	2	0	1	1	0.00	0	2.00	110596	90.00	1690	317.00	262	4378.00	50	9370.00	25	86466.00	10
3005	2014-11-13	9	15	17	23	27	49	3			6	0	1	2	2	0	1	1.00	6410229	8.00	65890	290.00	1250	681.00	291	12558.00	50	18777.00	25	222901.00	10
3004	2014-11-10	2	16	19	29	33	42	34	2		3	3	1	2	1	1	1	0.00	0	3.00	117281	145.00	1669	286.00	462	6671.00	50	8275.00	25	126240.00	10
3003	2014-11-06	2	22	24	38	46	47	9	38,47		1	5	1	0	2	1	2	0.00	0	3.00	84424	55.00	3166	192.00	495	3824.00	50	5943.00	25	77852.00	10
3002	2014-11-03	31	32	38	39	40	47	7			3	3	0	0	0	5	1	0.00	0	4.00	135849	81.00	1845	184.00	443	3530.00	50	5164.00	25	63863.00	10
3001	2014-10-30	12	19	26	42	45	46	23	42		2	4	0	2	1	0	3	1.00	3712096	0.00	0	121.00	1853	288.00	425	6012.00	50	8760.00	25	113081.00	10
3000	2014-10-27	5	20	27	38	42	44	41	5	27	2	4	1	1	1	1	2	0.00	0	1.00	455390	92.00	1900	199.00	480	4967.00	50	5927.00	25	95542.00	10
2999	2014-10-23	5	22	25	28	33	34	32			3	3	1	0	3	2	0	0.00	0	0.00	0	64.00	2162	178.00	424	4705.00	50	5774.00	25	81579.00	10
2998	2014-10-20	8	11	17	21	41	49	35			5	1	1	2	1	0	2	1.00	3803159	3.00	115464	166.00	1435	350.00	372	8404.00	50	9021.00	25	148908.00	10
2997	2014-10-16	4	9	31	34	40	44	35	31		2	4	2	0	0	3	1	0.00	0	2.00	119110	83.00	1974	216.00	414	5635.00	50	5731.00	25	90370.00	10
2996	2014-10-13	19	28	31	43	45	48	41	28		4	2	0	1	1	1	3	0.00	0	1.00	216057	61.00	2436	108.00	751	3414.00	50	4846.00	25	69704.00	10
2995	2014-10-09	11	12	25	28	34	47	15	12,25,34		3	3	0	2	2	1	1	1.00	2085106	1.00	280122	95.00	2028	239.00	440	5400.00	50	7553.00	25	102478.00	10
2994	2014-10-06	5	12	13	25	33	34	45			4	2	1	2	1	2	0	0.00	0	6.00	49540	214.00	1389	466.00	638	11441.00	30	12899.00	20
2993	2014-10-02	1	6	26	40	41	45	10			3	3	2	0	1	1	2	1.00	3023700	12.00	47106	393.00	1439	1412.00	401	20267.00	30	34518.00	20
2992	2014-09-29	8	13	21	22	28	37	12	21		3	3	1	1	3	1	0	0.00	0	11.00	34364	339.00	1116	898.00	421	15289.00	30	23420.00	20
2991	2014-09-25	12	15	21	26	29	36	7	29,36		3	3	0	2	3	1	0	0.00	0	9.00	27544	187.00	1326	618.00	402	8832.00	30	14906.00	20
2990	2014-09-22	9	17	18	27	29	36	31			4	2	1	2	2	1	0	2.00	327955	11.00	23490	402.00	643	583.00	444	13487.00	30	13876.00	20
2989	2014-09-18	2	6	10	20	21	23	42	6		2	4	3	1	2	0	0	2.00	780962	4.00	88594	389.00	911	566.00	627	17301.00	30	15074.00	20
2988	2014-09-15	5	6	14	22	30	39	18			2	4	2	1	2	1	0	0.00	0	5.00	52186	241.00	1083	540.00	484	11611.00	30	13607.00	20
2987	2014-09-11	2	13	18	19	33	36	23			3	3	1	3	0	2	0	1.00	643822	2.00	126814	180.00	1410	519.00	489	8725.00	30	14112.00	20
2986	2014-09-08	3	14	22	30	37	42	41	42		2	4	1	1	2	1	1	1.00	1636531	17.00	23058	227.00	1727	645.00	608	11101.00	30	15977.00	20
2985	2014-09-04	15	16	17	27	31	42	30			4	2	0	3	1	1	1	0.00	0	4.00	63182	180.00	1405	409.00	618	8119.00	30	11233.00	20
2984	2014-09-01	4	9	32	37	40	44	10			2	4	2	0	0	3	1	2.00	819487	7.00	55539	246.00	1581	742.00	524	12879.00	30	18166.00	20
2983	2014-08-28	13	19	20	24	39	43	17	20		4	2	0	3	1	1	1	0.00	0	3.00	85629	142.00	1810	338.00	761	7327.00	30	10902.00	20
2982	2014-08-25	10	11	14	20	40	42	8	42		1	5	1	3	0	1	1	2.00	344757	6.00	45272	238.00	1142	879.00	310	10926.00	30	21035.00	20
2981	2014-08-21	3	4	16	18	19	42	13	16,18,19		2	4	2	3	0	0	1	1.00	667079	4.00	65698	186.00	1413	446.00	590	9015.00	30	12329.00	20
2980	2014-08-18	16	18	19	21	37	39	32	16,19	18	4	2	0	3	1	2	0	2.00	868456	9.00	46280	310.00	1344	676.00	617	14015.00	30	16930.00	20
2979	2014-08-14	15	16	19	32	34	44	41			2	4	0	3	0	2	1	0.00	0	5.00	53544	118.00	2269	400.00	670	7170.00	30	10064.00	20
2978	2014-08-11	1	7	9	24	25	31	28			5	1	3	0	2	1	0	2.00	364593	13.00	22097	314.00	915	860.00	335	14117.00	30	20891.00	20
2977	2014-08-07	3	4	8	17	19	33	9	3		4	2	3	2	0	1	0	1.00	1687597	22.00	18386	362.00	1118	2095.00	194	18007.00	30	47840.00	20
2976	2014-08-04	3	7	18	30	37	44	17	3,37		3	3	2	1	1	1	1	0.00	0	9.00	28925	220.00	1184	687.00	379	10878.00	30	14359.00	20
2975	2014-08-01	3	17	37	40	41	42	15			4	2	1	1	0	2	2	2.00	2504965	20.00	61257	885.00	1385	2254.00	544	41806.00	30	54633.00	20
2974	2014-07-28	11	12	16	22	23	27	10	16		3	3	0	3	3	0	0	2.00	375822	14.00	21151	312.00	950	1101.00	269	14295.00	30	21730.00	20
2973	2014-07-24	1	5	16	34	38	45	13			3	3	2	1	0	2	1	1.00	651117	8.00	32063	155.00	1655	483.00	532	7665.00	30	11332.00	20
2972	2014-07-21	21	22	25	32	33	36	40		21	3	3	0	0	3	3	0	2.00	839405	11.00	36321	360.00	1110	710.00	563	15915.00	30	17100.00	20
2971	2014-07-17	6	11	20	28	35	38	34	6		2	4	1	2	1	2	0	0.00	0	2.00	130910	201.00	1303	358.00	732	9115.00	30	10132.00	20
2970	2014-07-14	2	3	6	19	23	24	31			3	3	3	1	2	0	0	6.00	114636	7.00	38708	367.00	739	801.00	339	15482.00	30	17218.00	20
2969	2014-07-10	5	11	16	32	37	43	15			4	2	1	2	0	2	1	2.00	824504	6.00	63747	296.00	1293	683.00	560	13020.00	30	19886.00	20
2968	2014-07-07	9	21	29	38	44	45	10			4	2	1	0	2	1	2	0.00	0	7.00	38162	130.00	2055	399.00	670	8084.00	30	11614.00	20
2967	2014-07-03	8	24	26	28	40	43	29			1	5	1	0	3	1	1	1.00	644725	3.00	84661	172.00	1477	431.00	590	8405.00	30	11520.00	20
2966	2014-06-30	2	9	11	12	22	37	26			3	3	2	2	1	1	0	2.00	335781	8.00	33070	339.00	781	775.00	342	14187.00	30	17410.00	20
2965	2014-06-26	17	25	29	34	39	44	38	29		4	2	0	1	2	2	1	1.00	1619969	7.00	53816	235.00	1603	508.00	742	11205.00	30	14242.00	20
2964	2014-06-23	4	29	30	35	37	38	10	4		3	3	1	0	2	3	0	0.00	0	3.00	87155	154.00	1698	392.00	667	6877.00	30	11213.00	20
2963	2014-06-19	4	7	11	27	39	43	37			5	1	2	1	1	1	1	1.00	640561	14.00	18025	272.00	928	656.00	385	12020.00	30	13915.00	20
2962	2014-06-16	1	19	22	31	34	44	43	31		3	3	1	1	1	2	1	1.00	3230567	10.00	60797	389.00	1563	954.00	638	19693.00	30	27085.00	20
2961	2014-06-12	8	13	29	31	39	40	21	40		4	2	1	1	1	3	0	0.00	0	6.00	66032	235.00	1686	736.00	539	13136.00	30	18705.00	20
2960	2014-06-09	10	12	14	26	33	40	6			1	5	1	2	1	2	0	0.00	0	8.00	33562	241.00	1115	737.00	365	9807.00	30	20100.00	20
2959	2014-06-05	11	13	18	19	20	36	15	19		3	3	0	5	0	1	0	1.00	3224963	14.00	43556	533.00	1145	1408.00	434	23169.00	30	32463.00	20
2958	2014-06-02	9	19	23	35	39	45	41	19		6	0	1	1	1	2	1	0.00	0	6.00	68170	327.00	1251	700.00	585	15488.00	30	17460.00	20
2957	2014-05-29	17	19	38	40	41	42	28	17		3	3	0	2	0	2	2	0.00	0	3.00	83881	159.00	1583	360.00	699	7105.00	30	9330.00	20
2956	2014-05-26	8	10	14	17	34	37	32			2	4	2	2	0	2	0	1.00	621686	5.00	48982	166.00	1476	388.00	632	8813.00	30	10201.00	20
2955	2014-05-23	1	7	13	24	28	38	32			3	3	2	1	2	1	0	4.00	1437781	27.00	43229	913.00	1279	2313.00	505	45273.00	30	54067.00	20
2954	2014-05-19	5	8	18	31	32	42	34	5,8		2	4	2	1	0	2	1	0.00	0	4.00	71726	239.00	1201	460.00	624	11753.00	30	12161.00	20
2953	2014-05-15	5	8	21	26	27	43	15	43		4	2	2	0	3	0	1	2.00	329265	6.00	43237	201.00	1291	935.00	278	10919.00	30	20057.00	20
2952	2014-05-12	2	3	9	23	28	43	41			4	2	3	0	2	0	1	1.00	1665655	9.00	44073	500.00	794	790.00	503	22679.00	30	17461.00	20
2951	2014-05-08	1	11	18	32	34	41	45			3	3	1	2	0	2	1	0.00	0	2.00	129757	133.00	1952	337.00	771	8207.00	30	9980.00	20
2950	2014-05-05	4	7	15	27	37	42	3			4	2	2	1	1	1	1	1.00	689100	6.00	45244	222.00	1223	610.00	446	10409.00	30	15653.00	20
2949	2014-05-01	6	10	11	13	29	45	23	6,13		4	2	2	2	1	0	1	1.00	670270	4.00	66012	220.00	1201	657.00	402	11410.00	30	15798.00	20
2948	2014-04-28	4	6	13	17	32	35	11			3	3	2	2	0	2	0	1.00	690223	5.00	54382	201.00	1353	603.00	451	10139.00	30	16317.00	20
2947	2014-04-24	5	8	20	27	39	40	42			3	3	2	1	1	2	0	2.00	810109	7.00	52988	296.00	1254	641.00	579	14190.00	30	16559.00	20
2946	2014-04-21	3	7	10	21	32	38	22	21	21	3	3	3	0	1	2	0	0.00	0	3.00	89119	237.00	1129	571.00	469	11.00	30	15.00	20
2945	2014-04-17	8	11	16	21	33	40	5	21		3	3	1	2	1	2	0	2.00	329678	10.00	25975	215.00	1209	744.00	350	9.00	30	17.00	20
2944	2014-04-14	15	18	21	27	32	45	11	18		4	2	0	2	2	1	1	4.00	417987	16.00	24599	347.00	1135	747.00	527	13.00	30	19.00	20
2943	2014-04-10	14	18	19	34	35	36	17			2	4	0	3	0	3	0	0.00	0	5.00	53016	167.00	1588	475.00	559	8.00	30	11.00	20
2942	2014-04-07	5	12	20	25	26	39	1			3	3	1	2	2	1	0	5.00	335474	12.00	33215	394.00	1012	889.00	449	17.00	30	23.00	20
2941	2014-04-03	10	11	17	19	27	37	24	10,11		5	1	1	3	1	1	0	0.00	0	2.00	131106	292.00	898	592.00	443	13.00	30	14.00	20
2940	2014-03-31	5	10	11	23	41	43	24	5		5	1	2	1	1	0	2	1.00	714626	5.00	56304	195.00	1444	528.00	534	10.00	30	13.00	20
2939	2014-03-27	5	8	9	15	16	21	26	16		4	2	3	2	1	0	0	7.00	235070	18.00	20957	615.00	614	1.00	303	23.00	30	24.00	20
2938	2014-03-24	1	4	10	16	36	42	44			1	5	3	1	0	1	1	0.00	0	7.00	38715	192.00	1412	451.00	601	9.00	30	10.00	20
2937	2014-03-20	3	7	11	21	25	33	39			6	0	2	1	2	1	0	1.00	653412	5.00	51481	295.00	873	571.00	451	13.00	30	12.00	20
2936	2014-03-17	1	8	14	28	32	38	5			1	5	2	1	1	2	0	2.00	341121	5.00	53753	258.00	1042	702.00	383	11.00	30	16.00	20
2935	2014-03-13	3	7	20	36	39	45	6			4	2	2	1	0	2	1	2.00	343102	8.00	33791	270.00	1002	621.00	436	9.00	30	16.00	20
2934	2014-03-10	13	15	21	29	31	33	5	29		6	0	0	2	2	2	0	2.00	362223	7.00	40770	256.00	1115	785.00	364	10.00	30	16.00	20
2933	2014-03-06	4	7	8	24	29	42	26	4,29		2	4	3	0	2	0	1	2.00	1625027	13.00	44864	643.00	908	1.00	378	27.00	30	34.00	20
2932	2014-03-03	2	4	18	29	30	44	21	44		1	5	2	1	2	0	1	0.00	0	10.00	41429	319.00	1299	776.00	534	13.00	30	17.00	20
2931	2014-02-27	13	33	37	40	41	44	10	13		4	2	0	1	0	3	2	0.00	0	2.00	141408	148.00	1911	389.00	728	7.00	30	10.00	20
2930	2014-02-24	5	13	15	16	21	28	34	15		4	2	1	3	2	0	0	3.00	248177	6.00	48884	290.00	1012	535.00	549	13.00	30	13.00	20
2929	2014-02-20	14	15	20	23	33	44	34		20	3	3	0	3	1	1	1	2.00	368415	10.00	29027	201.00	1445	460.00	632	9.00	30	11.00	20
2928	2014-02-17	1	4	5	12	30	45	9	4,12		3	3	3	1	1	0	1	2.00	423129	19.00	17547	365.00	914	1.00	207	16.00	30	32.00	20
2927	2014-02-14	4	6	12	20	29	35	31	4		2	4	2	2	1	1	0	6.00	1668188	51.00	47962	1.00	1302	4.00	516	93.00	30	118.00	20
2926	2014-02-10	4	10	15	17	22	31	11	22	10	3	3	2	2	1	1	0	3.00	943130	15.00	42000	474.00	1330	1.00	355	25.00	30	42.00	20
2925	2014-02-06	5	14	22	27	40	43	4	14,22		3	3	1	1	2	1	1	0.00	0	6.00	80770	314.00	1544	866.00	560	16.00	30	23.00	20
2924	2014-02-03	6	14	22	31	36	44	32			1	5	1	1	1	2	1	1.00	1210550	5.00	95377	347.00	1375	821.00	581	16.00	30	20.00	20
2923	2014-01-30	5	12	20	32	37	38	26			2	4	1	2	0	3	0	2.00	1130338	13.00	40846	426.00	1247	1.00	516	19.00	30	25.00	20
2922	2014-01-27	6	24	27	29	40	43	4	43	27	3	3	1	0	3	1	1	0.00	0	1.00	359583	200.00	1798	681.00	529	11.00	30	18.00	20
2921	2014-01-24	2	8	11	16	36	43	19	36		2	4	2	2	0	1	1	6.00	835792	27.00	51720	1.00	1228	2.00	499	52.00	30	72.00	20
2920	2014-01-20	1	12	27	32	33	36	26	27		3	3	1	1	1	3	0	1.00	850554	5.00	67014	221.00	1517	647.00	518	11.00	30	15.00	20
2919	2014-01-16	26	27	34	39	41	45	28	45		4	2	0	0	2	2	2	2.00	918705	9.00	48094	244.00	1774	600.00	722	12.00	30	17.00	20
2918	2014-01-13	3	25	33	36	42	45	10	33,36		4	2	1	0	1	2	2	0.00	0	5.00	58198	169.00	1722	452.00	644	8.00	30	12.00	20
2917	2014-01-09	4	7	8	33	36	43	9			3	3	3	0	0	2	1	1.00	1683738	14.00	29197	309.00	1323	1.00	377	14.00	30	28.00	20
2916	2014-01-06	10	17	27	28	42	45	23	10		3	3	1	1	2	0	2	0.00	0	3.00	84846	172.00	1480	448.00	569	8.00	30	11.00	20
2915	2014-01-03	10	11	31	37	39	43	22			5	1	1	1	0	3	1	5.00	1004098	25.00	55554	1.00	1377	2.00	552	47.00	30	66.00	20
2914	2013-12-30	14	17	27	28	32	36	41			2	4	0	2	2	2	0	1.00	1878361	8.00	58790	322.00	1461	827.00	569	16.00	30	20.00	20
2913	2013-12-26	2	18	20	38	43	44	28			1	5	1	2	0	1	2	0.00	0	3.00	89881	151.00	1786	447.00	604	7.00	30	11.00	20
2912	2013-12-23	3	5	9	23	25	31	14		23	6	0	3	0	2	1	0	4.00	173791	15.00	18257	470.00	583	828.00	331	17.00	30	17.00	20
2911	2013-12-19	8	11	15	27	32	43	6	27		4	2	1	2	1	1	1	1.00	1696404	12.00	33191	271.00	1470	882.00	452	14.00	30	22.00	20
2910	2013-12-16	14	17	25	27	28	40	9			3	3	0	2	3	1	0	0.00	0	4.00	67499	148.00	1825	498.00	543	8.00	30	14.00	20
2909	2013-12-12	3	5	23	31	34	39	17	23		5	1	2	0	1	3	0	1.00	1677952	6.00	66077	303.00	1309	789.00	503	13.00	30	20.00	20
2908	2013-12-09	2	8	15	22	23	25	16	15,23		3	3	2	1	3	0	0	0.00	0	12.00	22047	297.00	891	773.00	343	13.00	30	16.00	20
2907	2013-12-05	15	20	23	40	42	44	22			2	4	0	2	1	1	2	1.00	3224096	11.00	55565	422.00	1449	993.00	616	18.00	30	24.00	20
2906	2013-12-02	1	13	16	22	27	33	38			4	2	1	2	2	1	0	0.00	0	5.00	81221	306.00	1328	930.00	437	15.00	30	21.00	20
2905	2013-11-28	15	20	21	28	35	43	39	28	28	4	2	0	2	2	1	1	0.00	0	3.00	84262	139.00	1819	333.00	760	7.00	30	9.00	20
2904	2013-11-25	4	17	24	28	41	42	43			2	4	1	1	2	0	2	1.00	673265	1.00	265226	178.00	1491	387.00	686	9.00	30	10.00	20
2903	2013-11-21	8	9	12	18	22	32	6	22		1	5	2	2	1	1	0	1.00	649285	7.00	36540	342.00	748	991.00	259	14.00	30	23.00	20
2902	2013-11-18	5	7	13	19	22	45	18	5		5	1	2	2	1	0	1	3.00	225867	3.00	88978	230.00	1161	639.00	418	11.00	30	16.00	20
2901	2013-11-14	1	5	9	28	30	39	16			4	2	3	0	2	1	0	1.00	642469	2.00	126547	279.00	908	527.00	481	11.00	30	13.00	20
2900	2013-11-11	8	13	16	26	29	42	40	16,29		2	4	1	2	2	0	1	1.00	1688126	13.00	31289	344.00	1183	625.00	651	14.00	30	16.00	20
2899	2013-11-07	4	16	18	24	28	29	45	24		1	5	1	2	3	0	0	0.00	0	2.00	129132	221.00	1169	359.00	720	9.00	30	10.00	20
2898	2013-11-04	15	21	24	34	37	44	29	34		3	3	0	1	2	2	1	1.00	682650	6.00	44821	145.00	1855	417.00	645	7.00	30	10.00	20
2897	2013-10-31	2	6	10	27	31	34	20	31	31	2	4	3	0	1	2	0	1.00	1642156	14.00	27488	410.00	939	1.00	349	17.00	30	25.00	20
2896	2013-10-28	1	11	22	28	31	32	8	1,31	28	3	3	1	1	2	2	0	0.00	0	10.00	26209	233.00	1125	734.00	358	10.00	30	18.00	20
2895	2013-10-24	1	16	31	38	39	45	8	45		4	2	1	1	0	3	1	2.00	323476	3.00	84954	157.00	1624	443.00	576	6.00	30	12.00	20
2894	2013-10-21	2	7	11	19	42	45	3	42		4	2	2	2	0	0	2	1.00	686500	10.00	27044	219.00	1235	622.00	435	10.00	30	15.00	20
2893	2013-10-17	12	16	28	30	31	42	36			1	5	0	2	2	1	1	1.00	661022	1.00	260403	226.00	1153	393.00	663	9.00	30	10.00	20
2892	2013-10-14	1	6	11	23	37	44	19	44		4	2	2	1	1	1	1	2.00	348914	2.00	137451	178.00	1545	533.00	516	9.00	30	14.00	20
2891	2013-10-10	12	13	17	25	34	44	29	44		3	3	0	3	1	1	1	1.00	1718479	6.00	65572	229.00	1719	662.00	595	12.00	30	17.00	20
2890	2013-10-07	8	22	32	36	39	44	4			1	5	1	0	1	3	1	0.00	0	6.00	47258	166.00	1709	453.00	626	8.00	30	11.00	20
2889	2013-10-03	2	19	21	24	25	41	29	25		4	2	1	1	3	0	1	1.00	675325	1.00	266038	177.00	1504	415.00	642	8.00	30	12.00	20
2888	2013-09-30	4	12	25	26	36	40	39			1	5	1	1	2	2	0	1.00	3418232	16.00	41598	499.00	1334	1.00	423	25.00	30	34.00	20
2887	2013-09-26	6	14	15	27	31	32	16			3	3	1	2	1	2	0	0.00	0	8.00	50753	255.00	1593	678.00	599	13.00	30	17.00	20
2886	2013-09-23	1	16	18	21	36	41	7			3	3	1	2	1	1	1	0.00	0	7.00	39286	169.00	1628	491.00	561	8.00	30	13.00	20
2885	2013-09-19	3	7	9	14	19	35	20		19	5	1	3	2	0	1	0	3.00	1146469	18.00	36575	757.00	870	1.00	359	36.00	30	44.00	20
2884	2013-09-16	1	11	13	15	21	22	33			5	1	1	3	2	0	0	0.00	0	16.00	27364	398.00	1101	1.00	368	19.00	30	24.00	20
2883	2013-09-12	2	5	9	17	31	44	4	44		4	2	3	1	0	1	1	0.00	0	6.00	43129	211.00	1227	660.00	393	10.00	30	17.00	20
2882	2013-09-09	6	8	23	28	41	44	24	8,41		2	4	2	0	2	0	2	2.00	1698563	12.00	55722	492.00	1360	1.00	570	23.00	30	31.00	20
2881	2013-09-05	8	19	20	27	41	45	21	41,45		4	2	1	2	1	0	2	0.00	0	4.00	97584	273.00	1430	571.00	684	12.00	30	17.00	20
2880	2013-09-02	7	21	29	31	41	45	9	7		6	0	1	0	2	1	2	0.00	0	8.00	34908	163.00	1714	623.00	449	8.00	30	16.00	20
2879	2013-08-29	7	8	13	14	28	44	16	7		2	4	2	2	1	0	1	3.00	220740	7.00	37268	281.00	929	659.00	396	12.00	30	14.00	20
2878	2013-08-26	4	7	11	22	29	38	6	38		3	3	2	1	2	1	0	1.00	1755704	9.00	47525	443.00	966	1.00	355	20.00	30	28.00	20
2877	2013-08-22	15	16	30	34	38	42	1	30		1	5	0	2	1	2	1	0.00	0	4.00	65980	131.00	2015	336.00	786	7.00	30	9.00	20
2876	2013-08-19	14	19	26	30	41	45	38	19,26	19	3	3	0	2	2	0	2	1.00	692164	6.00	45446	179.00	1524	412.00	662	7.00	30	10.00	20
